Attribute Name,Attribute Alias Name,Data Type,Unique Values,Statistics,Unique Counts,Null Percent,Associated Element,Dataset Alias,Info URL,Mode
Route_ID,Route ID,esriFieldTypeString,L011991 NB; L054807 NB; L082257 SB; L107020 NB; L169556 NB; L192503 NB; L205964 NB; N2912 NB; N35951 NB; L022197 NB; L037788 NB; L052561 NB; L082076 SB; L138946 NB; L139255 NB; L171885 SB; L204605 EB; L205741 NB; L134631 NB; L207519 EB,,197799,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
From_Measure,From Measure,esriFieldTypeDouble,0.0; 2.829; 2.986; 0.030; 0.012; 0.175; 0.040; 10.547; 7.417; 0.083; 0.077; 0.073; 0.410; 0.361; 0.527; 8.804; 0.040; 0.029; 0.193; 7.738,,149954,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
To_Measure,To Measure,esriFieldTypeDouble,0.091; 0.057; 0.230; 0.012; 0.212; 0.093; 0.854; 0.109; 0.119; 0.083; 0.077; 0.073; 0.084; 0.020; 0.060; 0.194; 0.326; 0.410; 0.361; 0.527,,336701,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Lt_Sidewlk,Left Sidewalk Width,esriFieldTypeSmallInteger,0; 23; 9; 15; 3; 26; 12; 6; 27; 21; 7; 1; 30; 18; 10; 4; 296; 19; 13,,29,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Rt_Sidewlk,Right Sidewalk Width,esriFieldTypeSmallInteger,0; 9; 15; 656; 3; 26; 12; 6; 21; 7; 1; 50; 24; 30; 18; 10; 4; 25; 13,,28,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Created_by,Created By,esriFieldTypeString,RISA_Internal; portaladmin; KamauD; JMcgrath; PeterGrace763; MaysCE; KnudsenD; PaudelS; DinoccoD; DOT_ADMIN; PersonF; QuirmbachC,,12,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Date_Created,Date Created,esriFieldTypeDate,1698427528000; 1702330015000; 1725905072000; 1737067574000; 1737559169000; 1683641504000; 1697728556000; 1728482085000; 1731701303000; 1736447915000; 1697728500000; 1718121549000; 1725913545000; 1732283791000; 1676041049000; 1703797847000; 1713298919000; 1727799403000; 1680295561000; 1683222445000,,1492,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Edited_By,Edited By,esriFieldTypeString,RISA_Internal; portaladmin; KamauD; JMcgrath; PeterGrace763; MaysCE; KnudsenD; PaudelS; DinoccoD; DOT_ADMIN; PersonF; QuirmbachC,,12,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Date_Edited,Date Edited,esriFieldTypeDate,1698427528000; 1737067574000; 1741882950000; 1745354310000; 1683641504000; 1736447915000; 1732283791000; 1727799403000; 1683566885000; 1734119289000; 1725978655000; 1692214770000; 1683222445000; 1701727711000; 1680713007000; 1684853990000; 1708724322000; 1727291818000; 1736437608000; 1736785911000,,2085,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
LocError,LocError,esriFieldTypeString,ROUTE MEASURES NULL; ROUTE NOT FOUND; PARTIAL MATCH FOR THE FROM-MEASURE; PARTIAL MATCH FOR THE TO-MEASURE; MEASURE EXTENT OUT OF ROUTE MEASURE RANGE; NO ERROR,,6,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
GlobalID,GlobalID,esriFieldTypeGlobalID,{FF871FEF-0767-4E58-B4CD-E228EDEDD437}; {9905124E-AFFE-4F56-A2DF-D6D1742E2879}; {95D4DAF7-ACEF-41C0-AA46-7950B9704AD5}; {9553C676-8F8F-4477-B88E-0D5F1AE1FA06}; {FBBC12FE-6711-4F0F-B4C1-8579B80263F3}; {11FCE2B8-27DC-466E-91A4-F17D3D084EA9}; {1F52AD21-F642-4F4B-877A-26F01E100D85}; {3118B599-82E0-4070-9AEC-95C33C1CE38D}; {0501A832-C317-4A65-85DD-E0EAEBAB557B}; {6535C7A3-DC88-403C-8466-4D1C745B6FFD}; {4DE52167-A738-4678-9B88-BE713B309B31}; {778A8239-EA0D-4473-8177-E8A5A1079F69}; {60447615-FBDD-43A4-AA2F-E2B132EA15A2}; {EE7A7556-9A10-48CA-AC53-140B062B5F3A}; {A595DA36-1081-4775-A83E-F5861B2C95CE}; {54255EB7-CAA0-43B1-910C-F6CEC889DE70}; {AD695CF8-F0A9-472D-8D7D-316CF32A4221}; {784BF138-D873-44F4-A514-5DA7743E9179}; {2E1836B1-A602-42B6-8A43-EB7509034442}; {74A45901-556A-4449-934D-395A0FD0FF0E},,353221,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Pd_Sf_Type,Pedestrian Surface Type,esriFieldTypeSmallInteger,0; 3; 6; 7; 1; 4; 5; 2,,8,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Pd_Fc_Type,Pedestrian Facility Type,esriFieldTypeSmallInteger,3; 1; 2,,3,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Cr_Slope,Cross Slope,esriFieldTypeDouble,,,0,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Path_Width,Off-road Path Width,esriFieldTypeDouble,0.0; 12.0; -1.0; 1.0; 4.0; 2.0,,6,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Left_Cond,Left Condition,esriFieldTypeSmallInteger,3; 1; 4; 2,,4,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Right_Cond,Right Condition,esriFieldTypeSmallInteger,3; 1; 4; 2,,4,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
Shape__Length,SHAPE.STLength(),esriFieldTypeDouble,,,,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
PedestrianFac,PedestrianFac,esriFieldTypeSmallInteger,3; 1,,2,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
created_user,created_user,esriFieldTypeString,,,0,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
last_edited_user,last_edited_user,esriFieldTypeString,,,0,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
created_date,created_date,esriFieldTypeDate,,,0,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
last_edited_date,last_edited_date,esriFieldTypeDate,,,0,,,Massachusetts Pedestrian Facilities,https://gis.data.mass.gov/datasets/45efedab4d114324a6c6c8f95de711d5_0/explore?location=42.364159%2C-71.112746%2C15.00,pedestrian
OBJECTID,OBJECTID,esriFieldTypeOID,16912; 11888; 12707; 22722; 22057; 147437; 25028; 123820; 9857; 21863; 24350; 9380; 10328; 18308; 788; 122995; 11349; 22980; 129404; 7463,,28845,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
RampDate,RampDate,esriFieldTypeDate,1493697600000; 1642697802000; 1381104000000; 1380585600000; 1382572800000; 1433980800000; 1642700280000; 1401840000000; 1434499200000; 1413244800000; 1409788800000; 1409270400000; 1380067200000; 1400630400000; 1383782400000; 1405296000000; 1435017600000; 1404345600000; 1537761600000; 1398384000000,,306,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
RouteId,RouteId,esriFieldTypeDouble,1480.0; 327.0; 1285.0; 1286.0; 2353.0; 1228.0; 2383.0; 3599.0; 1964.0; 1927.0; 1435.0; 3659.0; 2623.0; 3747.0; 158.0; 94.0; 816.0; 2356.0; 1580.0; 2867.0,,920,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
RouteName,RouteName,esriFieldTypeString,R11710; R16012; SR70 NB; R13177; R12599; SR121 NB; BSR0625; SMR099; R15012; SR159 NB; MVR092; SR97 NB; NMR175; OLD PAWTUCKET BOULEVARD; R12593; R12605; R15024; R14557; RAMP-RT 21 TO RT 90; NTR005,,936,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
TownId,TownId,esriFieldTypeDouble,148.0; 84.0; 217.0; 327.0; 333.0; 226.0; 316.0; 158.0; 94.0; 93.0; 88.0; 12.0; 70.0; 7.0; 117.0; 283.0; 311.0; 268.0; 87.0; 197.0,,294,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
TownName,TownName,esriFieldTypeString,Norton; Reading; Charlemont; East Bridgewater; Hopedale; Webster; Medfield; Ayer; South Hadley; Ashby; Carver; Peabody; Stoneham; Colrain; Salisbury; Norwood; Newton; Pembroke; New Bedford; Chelsea,,300,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
IsMissingR,IsMissingR,esriFieldTypeString,Agawam; True; test; A; False; 1,,6,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
IsMissingS,IsMissingS,esriFieldTypeString,True; test; A; False; 1,,5,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
IsMissingC,IsMissingC,esriFieldTypeString,True; test; A; 84587; False; 1,,6,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
InspNotes,Insp. Notes,esriFieldTypeString,"No ramp.  Asphalt sidewalk.   Granite vertical curb blocking.; Atypical, ""flares"" reversed, broken concrete walk and landing. See photos.; In bit driveway island.; crosswalk ends at shoulder, pedestrian then uses asphalt driveway to access sidewalk; no ramp flat sidewalk; bitmous ramp; Conc ramp and left conc walk along Center Street; no right walk along highway on-ramp.; Conc ramp with varying slopes to bit walk northerly.; No R flare or sidewalk. Significant dirt/sand buildup on ramp.; Egress from conc bridge sidewalk is obstructed by a 12"" granite curb.; @ truck parking area.; @ Center School crosswalk.; SW corner Sugarloaf @ Gromacki Ave. Bit ramp, inconsistent slopes.; Cracks in Left Sidewalk; Conc ramp @ bit walk; level landing with some broken concrete. Broken bit @ gutter.; East end of Woodlawn Street cross-walk. Broken and discontinuous bit, no rmp.; landscape on left measures 108; North end of cross-walk terminates in radius of private road/driveway.; Bit walk northerly along Maple Street; bit ramp with ill-defined limits and varying slopes. No left sidewalk toward/along Resnic Blvd.; West side of Pleasant Terrace. Cpnc pad and tactile plate; slopes vary, up to 15.1% near gutter line. See photos.",,4695,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
DistrictId,DistrictId,esriFieldTypeDouble,1.0; 5.0; 6.0; 3.0; 4.0; 2.0,,6,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
LegacyID,LegacyID,esriFieldTypeDouble,12565.0; 26731.0; 14074.0; 16541.0; 10899.0; 15854.0; 9324.0; 25634.0; 12333.0; 18517.0; 24535.0; 7108.0; 8965.0; 1706.0; 17060.0; 26445.0; 16533.0; 17599.0; 22093.0; 17251.0,,26623,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
status,status,esriFieldTypeDouble,0.0; 7.0; 1.0; 6.0; 3.0; 16.0; 4.0,,7,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
DstrctRank,Dstrct Rank,esriFieldTypeString,332; 480; 1230; 1470; 2144; 204; 791; 1135; 1587; 931; 1868; 2018; 2170; 814; 592; 849; 176; 1611; 485; 1062,,2190,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
deficient,deficient,esriFieldTypeInteger,0; -1,,2,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
GlobalID,GlobalID,esriFieldTypeGlobalID,{EB2D03CC-9D16-4263-A635-00003CEF662F}; {86EB3CBF-F8ED-4962-AA41-00008888B4C9}; {67DC3F46-F376-4A77-8A9F-00016F392D15}; {415B0933-E6C2-4023-BB0A-0003DF938928}; {DED0A48B-091B-47C6-A489-00059B174754}; {32FBE32E-B404-42B9-A6EE-000B9BDD8582}; {42B31567-A7CC-4CAA-B94D-000DF8518F46}; {CBE3604A-5ACF-4DDC-9E64-0010C63F3911}; {E14006F9-ADA9-4599-BAD8-001141985D0A}; {CE79A806-EB16-4DD2-8DBA-001223E4AF27}; {D4FBE45F-2525-403E-927E-001376A77376}; {DF74AAE1-65AA-4E99-9270-0018B943183E}; {3CCB10A6-DFDD-42A1-81D5-0021849288AF}; {8ECADBD4-6B5B-4E3D-8ED5-002239F9C026}; {1FA97863-2B1A-47EA-BBE6-00259CC19C39}; {F90F66F3-AE6B-46DA-91FA-0027A67E48EE}; {8C86B539-5092-45C5-ABBB-00290BD33D93}; {4135B66E-E5CF-463A-A2C2-002951B28860}; {2BD65E69-4B7B-43DB-824D-002D14017D3B}; {D8D36D19-95C3-4DA7-AADC-002F1753E869},,28845,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
created_user,created_user,esriFieldTypeString,,,1,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
created_date,created_date,esriFieldTypeDate,1686747590000; 1713807589000; 1499450774000; 1618931393000; 1642696512000; 1711039219000; 1717422254000; 1688053102000; 1494674620000; 1494677108000; 1494682783000; 1540309055000; 1493835824000; 1494680168000; 1498484276000; 1618931394000; 1695820278000; 1714059237000; 1498650975000; 1672343362000,,2002,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
last_edited_user,last_edited_user,esriFieldTypeString,KairouzA; DOT_ADMIN,,3,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
last_edited_date,last_edited_date,esriFieldTypeDate,1713449789000; 1699979906000; 1714056208000; 1699981129000; 1712933011000; 1699471657000; 1699979922000; 1699986922000; 1699465050000; 1712941582000; 1699472048000; 1704800920000; 1711977813000; 1661456662000; 1713281277000; 1723664212000; 1695225262000; 1686313130000; 1596032271000; 1713366450000,,7227,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
ReInspectn,ReInspectn,esriFieldTypeSmallInteger,0; 1,,2,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
AssetID,AssetID,esriFieldTypeString,PED-3214; PED-12067; PED-14684; PED-10833; PED-13478; PED-15536; PED-15773; PED-18507; PED-21735; PED-22403; PED-25018; PED-85505; PED-86491; PED-3364; PED-10651; PED-20452; PED-25882; PED-85173; PED-572; PED-3480,,28845,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
ProgNotes,Program Notes,esriFieldTypeString,Crosswalk Relocated 2017; 606686- Warren resurfacing route 67 (Town Owned); Reconstructed in 2018; To be done under 612524 (Not Funded); 612180- D2 Signal safety improv Traffic control not on level landing and shallow 7-1.3%; Project 610823; 612180- D2 safety improv traffic signal controls are not next to the level landing and slope is 6.5%; 608802 - LABELLED AS 14650C - COMPLETED 8/15/2022; 606471- South Hadley Resurfacing route 202; Ramp appears reconstructed in Google Earth Imagery 5/10/2016; 608264 planned 25%; 607223- Greenfield intersection improvements; 608568 - Improvements at Main Street; 8/14/24- 609385- dropped from project (driveway); IDENTIFIED AS TOWN OWNED LOC REMOVED FROM DATABASE; 605066- Northampton intersection improv route 5; 608801 - COMPLETED 10/18/2020; 608800- ADA Retrofits DWP should be back of curb and configuration is neither one or the other; Crosswalk to no where? No need to cross road here lol; Connectivity x-ing south of Elm St. & Fisher St. - E,,754,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
ServiceStatus,ServiceStatus,esriFieldTypeSmallInteger,0; 1; 2,,3,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
ProjectNumber,Project Number,esriFieldTypeString,608952; 608490; 608023; 607042; 604597; 607735; 605353; 613012; Permit # 6-2021-0236; 609102; 694154; 607038; 605384; 610650; 608234; 607223; 608129; Not within SHLO; 609035; 601586,,250,,,Massachusetts Pedestrian Curb Cuts,https://gis.data.mass.gov/datasets/53b0d0740a0b434792750ebb208cf69b_0/explore?location=42.355692%2C-71.053472%2C16.00,pedestrian
OBJECTID,OBJECTID,esriFieldTypeOID,576; 577; 578; 579; 580; 581; 582; 583; 584; 585; 586; 587; 588; 589; 590; 591; 592; 593; 594; 595,,8277,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
MDOT_ROUTE_ID,MassDOT Route ID,esriFieldTypeString,B0034; B0066; B0071; B0090; B0091; B0125; B0110; B0112; B0115; B0131; B0132; B0116; B0122; B0148; B0150; B0159; B0170; B0162; B0193; B0194,,1984,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
LOCAL_NAME,Local Name,esriFieldTypeString,Columbia Greenway Rail Trail; Connecticut River Walk and Bikeway; Wachusett Greenways; Green Hill Park Farm; Grand Trunk Trail; Heritage Trail; Douglas State Forest Trails; Salisbury Point Ghost Trail; Merrimack River Paths; Northern Canal Path; Lowell Heritage State Park Path; Tracy Walkway; Lynn Nahant Beach Reservation Trail; Northern Strand Community Trail; Narrow Gauge Rail Trail; Discvoery Park/Alewife Connection; Torbert Macdonald Park Bike Path; Modera River Walk; Charles River Greenway; Fresh Pond Bikeway,,323,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
ALT_NAME,Alternate Names,esriFieldTypeString,"The Jog, New Haven and Northamption Greenway; Norwottuck Rail Trail-Downtown Link, +BSG_6+New Haven and Northampton Greenway+; +Titantic Rail Trail+; +Titanic Rail Trail+_; Westville Community Trail, +Titanic Rail Trail+_; Grand Trunk Trail; Bruce Freeman Trail, Bay Circuit; BCT Future; +BSG_1+Border to Boston Trail+; Peter Tracy Multiuse Path, Salem Multipurpose Trail; Minuteman Trail; Emerald Necklace Trails; Muddy River Bike Paths, +BSG_4+; Muddy River Bike Paths, Claire Saltonstall Bikeway; +BSG_4+Boston HarborWalk+; Western New England Greenway; +BSG_5+; Bruce Freeman Trail, +BSG_2+Bay Circuit Trail+; Northern Canal Island Path Connector, Merrimack River Trail; Cambridge Linear Park, Red Line Linear Park Bikepath, +BSG_3+Mass Central+",,98,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
DATA_SOURCE,Original Data Source,esriFieldTypeString,"ProjectInfo; MVPC; Wachusett Greenways; PCI Off Road November 2007; Woburn Residents' Environmental Network; Planners Collaborative Incorporated; Chas H Sells; Boston; Framingham; GPS, Denny Nackoney, 2010-05-05; TDG; Lee Toma, The Milton Bicycle Advisory Committee; UMass Amherst Campus Master Plan; NMCOG; CTPS; RTP; Lincoln Land Conservation Trust; City of Newton; EOT; Town of Hopkinton",,80,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
LINE_SOURCE,Line Source,esriFieldTypeString,DOT/MassGIS; OSM/DOT; DCR; DCR/MassGIS; MassGIS; <Null>; DCR/OSM; MAssGIS; MassDOT/OSM; OSM (part); OSM; OSM/MassGIS; MassDOT/MassGIS; DOT,,14,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
ROUTE_SOURCE,Route Source,esriFieldTypeString,DCR; MassGIS; MassDOT; OSM; MassGIS (2021 Ortho),,5,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
FAC_TYPE_NAME,Facility Type Name,esriFieldTypeString,Shared Use Path; Bi/Ped Priority Roadway; Bike Lane; Separated Bike Lane,,4,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
SURFACE_TYPE,SURFACE_TYPE,esriFieldTypeString,Paved; Gravel/Packed Stone Dust; 'Other'; Gravel; Paved/Natural Surface; Processed Gravel; PAved; Natural Surface; Packed Stone Dust; Bank Run Gravel,,10,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
NAMESOURCE,Name Source,esriFieldTypeString,DCR; Open Street Map; MassDOT,,3,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
Shape__Length,SHAPE.LEN,esriFieldTypeDouble,595.250; 112.005; 82.644; 111.839; 1175.945; 154.736; 12.431; 1144.675; 614.545; 14.439; 257.738; 203.308; 2087.723; 3.286; 17.401; 1554.243; 62.830; 1361.712; 268.632; 7.889,,,,,Massachusetts Bike Trails,https://gis.data.mass.gov/datasets/f3ced38395ab4d5a8b5e7568c7bf8b5d_0/explore?location=42.323083%2C-71.850124%2C12.00,bike
OBJECTID,OBJECTID,esriFieldTypeOID,593; 261; 23; 687; 238; 355; 570; 547; 879; 215; 378; 856; 401; 192; 524; 733; 69; 756; 501; 430,,767,0.0,,Maryland Bicycle Routes,https://data-maryland.opendata.arcgis.com/datasets/maryland::maryland-bicycle-routes-road-separated/about,bike
NAME,Route Name (if Applicable),esriFieldTypeString,33rd Street Path; 88 Bridge Trail; Admiral Cochran Drive Sidepath; Admiral Drive Sidepath; Airpark Road Sidepath; Allen Pond Park Trails; Alton Parkway Path; Ammendale Road Sidepath; Anacostia River Trail; Anacostia Tributary Trail System (Extension Berwyn Road); Annapolis Road Sidepath; Arbor Crest Way Trail; Arbor Drive Collector; Arundel Mills Boulevard Sidepath; Aurora Hills Drive Sidepath; Autumn Sky Court Path; Autumn Wind Drive Sidepath; Avondale Neighborhood Park; Ayrlawn Park Trail,,724,0.5,,Maryland Bicycle Routes,https://data-maryland.opendata.arcgis.com/datasets/maryland::maryland-bicycle-routes-road-separated/about,bike
COUNTIES,Counties within Route,esriFieldTypeString,Allegany; Allegany | Frederick | Montgomery; Allegany | Mineral (WV); Allegany | Washington; Anne Arundel; Baltimore; Baltimore City; Baltimore County; Batlimore City; Calvert; Caroline; Carroll; Cecil; Cecil | Harford; Charles; Dorcester; Dorchester; Fredercik; Frederick,,41,0.7,,Maryland Bicycle Routes,https://data-maryland.opendata.arcgis.com/datasets/maryland::maryland-bicycle-routes-road-separated/about,bike
